target_id	length	eff_length	est_counts	tpm
NR_131192	1726	1526.99	7.38771	0.613515
NR_120609	2884	2684.99	3	0.141687
NR_149071	441	241.994	1	0.52402
NR_024261	2453	2253.99	11.9394	0.671713
NR_001554	795	595.994	0	0
NR_036632	2356	2156.99	25.0606	1.47331
NR_001555	1062	862.994	0	0
NR_002195	1062	862.994	0	0
NR_036132	78	16.6602	0	0
NR_147988	106	19.835	0	0
NR_131236	652	452.994	0	0
NR_033936	3357	3157.99	52.1467	2.09396
NR_146557	933	733.994	0	0
NR_033899	2033	1833.99	1	0.069144
NR_131237	571	371.994	0	0
NR_146556	1259	1059.99	0	0
NR_026811	3114	2914.99	20.9712	0.9123
NR_003607	1381	1181.99	0	0
NR_073405	11532	11333	61.6154	0.68944
NR_136578	432	232.994	0	0
NR_132320	1006	806.994	1.02276	0.160714
NR_002781	1215	1015.99	0	0
NR_028062	7240	7040.99	323.065	5.81846
NR_024243	119	21.5765	0	0
NR_024342	120	21.7199	0	0
NR_024220	120	21.7199	0	0
NR_024258	120	21.7199	0	0
NR_004435	122	22.0114	0	0
NR_024242	121	21.8649	0	0
NR_024231	120	21.7199	0	0
NR_024343	121	21.8649	0	0
NR_024228	121	21.8649	0	0
NR_024223	121	21.8649	0	0
NR_004384	123	22.1594	0	0
NR_024226	121	21.8649	0	0
NR_024214	121	21.8649	0	0
NR_024221	119	21.5765	0	0
NR_024219	120	21.7199	0	0
NR_024227	121	21.8649	0	0
NR_024229	121	21.8649	0	0
NR_004383	128	22.9234	0	0
NR_024218	120	21.7199	0	0
NR_024244	119	21.5765	0	0
NR_004436	122	22.0114	0	0
NR_024224	121	21.8649	0	0
NR_024225	121	21.8649	0	0
NR_024216	122	22.0114	0	0
NR_024230	120	21.7199	0	0
NR_024215	121	21.8649	0	0
NR_004437	122	22.0114	0	0
NR_024217	120	21.7199	0	0
NR_155739	1298	1098.99	1	0.115387
NR_104256	1274	1074.99	1.40444	0.165672
NR_110128	3497	3297.99	15.2557	0.586591
NM_001202470	2529	2329.99	1116.49	60.7646
NR_132401	2155	1955.99	14.8224	0.960957
NR_132415	2246	2046.99	33.7612	2.09148
NR_147606	2863	2663.99	0	0
NR_038386	1382	1182.99	12.9999	1.39351
NR_102431	2047	1847.99	0	0
NR_045585	1262	1062.99	135.412	16.1539
NR_138482	1856	1656.99	0	0
NR_149170	957	757.994	0	0
NR_148876	1176	976.994	0	0
NR_103512	1428	1228.99	12.2767	1.26673
NR_040016	3127	2927.99	283.592	12.2822
NR_146090	1785	1585.99	101.229	8.09383
NR_146558	787	587.994	0	0
NR_148895	1879	1679.99	1.24242	0.0937805
NR_034125	2686	2486.99	0	0
NR_103795	3903	3703.99	0	0
NR_102432	2116	1916.99	0	0
NR_146091	1671	1471.99	1050.52	90.5007
NR_145971	2550	2350.99	0	0
NR_146560	1073	873.994	0	0
NR_125370	2040	1840.99	0	0
NR_132414	1099	899.994	0.749001	0.105535
NR_138069	4191	3991.99	0	0
NR_027480	1975	1775.99	0	0
NR_130968	3399	3199.99	10.9151	0.432543
NR_148878	1268	1068.99	1.21861	0.144557
NR_136230	2320	2120.99	33.4753	2.00141
NR_073379	2435	2235.99	0	0
NR_027389	2141	1941.99	0	0
NR_136229	2199	1999.99	53.704	3.40511
NR_148413	3442	3242.99	0	0
NR_130898	3437	3237.99	179.4	7.02584
NR_038990	1416	1216.99	0	0
NR_120394	545	345.994	0	0
NR_003276	2259	2059.99	2.02664	0.124756
NR_036186	96	18.6292	0	0
NR_149028	640	440.994	0	0
NR_110032	2116	1916.99	7.35664	0.486644
NR_126392	618	418.994	0	0
NR_147036	2233	2033.99	222.672	13.8825
NR_027248	3726	3526.99	0	0
NR_046173	1262	1062.99	0	0
NR_138096	1112	912.994	0	0
NR_046744	699	499.994	1	0.253623
NR_030209	88	17.7293	0	0
NR_026664	2127	1927.99	0	0
NR_027501	3105	2905.99	4.62639	0.201883
NR_015394	1361	1161.99	0	0
NR_146714	563	363.994	0	0
NR_037404	73	16.1385	0	0
NR_027795	2483	2283.99	68.5567	3.80634
NR_110909	766	566.994	1	0.223653
NR_147172	916	716.994	0	0
NR_145449	294	98.4381	0	0
NR_146510	575	375.994	0	0
NR_149072	4825	4625.99	1	0.0274124
NR_145421	1832	1632.99	1	0.0776547
NR_137430	3520	3320.99	0	0
NR_026803	623	423.994	0	0
NR_137431	3361	3161.99	0	0
NR_110540	565	365.994	0	0
NR_137429	3556	3356.99	8.8931	0.335935
NR_137434	3523	3323.99	0	0
NR_147146	1947	1747.99	0	0
NR_021485	3855	3655.99	0	0
NR_145418	3304	3104.99	2.12538	0.0868017
NR_039759	60	14.7687	0	0
NR_137433	3178	2978.99	0	0
NR_146322	8345	8145.99	37.0375	0.576567
NR_145423	786	586.994	10.6443	2.29952
NR_149062	1243	1043.99	5	0.60733
NR_026864	2963	2763.99	40	1.83517
NR_003083	3839	3639.99	3	0.104514
NR_126166	1893	1693.99	1.91248	0.143166
NR_039814	70	15.8264	0	0
NR_136180	932	732.994	0	0
NR_104644	2924	2724.99	2.00226	0.0931768
NR_149065	837	637.994	0	0
NR_147203	465	265.994	0	0
NR_146522	460	260.994	0	0
NR_040013	1058	858.994	1	0.147626
NR_147204	536	336.994	0	0
NR_038399	1294	1094.99	0	0
NR_138542	1345	1145.99	0	0
NR_148060	1858	1658.99	3.07216	0.234829
NR_109932	781	581.994	1	0.217888
NR_135287	1949	1749.99	1	0.0724629
NR_145416	2267	2067.99	9.87462	0.605513
NR_135010	3124	2924.99	2.97363	0.128918
NR_045215	1261	1061.99	17	2.02992
NR_037424	90	17.9498	0	0
NR_147174	1296	1096.99	0	0
NR_026751	2450	2250.99	0	0
NR_033995	794	594.994	1	0.213128
NR_149003	471	271.994	1	0.466223
NR_039884	70	15.8264	0	0
NR_038216	1717	1517.99	2.83982	0.237232
NR_038327	1617	1417.99	33.4691	2.99311
NR_108022	1334	1134.99	1	0.111727
NR_026802	1860	1660.99	0	0
NR_147182	614	414.994	0	0
NR_046797	458	258.994	0	0
NR_046784	935	735.994	0	0
NR_030239	88	17.7293	0	0
NR_039987	2911	2711.99	1	0.0467588
NR_149085	407	207.997	0	0
NR_153418	590	390.994	0.969307	0.314372
NR_038380	4671	4471.99	3.43405	0.0973773
NR_149064	849	649.994	5.32002	1.0379
NR_026903	3442	3242.99	130.503	5.10301
NR_146392	2315	2115.99	5.0182	0.300737
NR_030320	97	18.7454	0	0
NR_120487	575	375.994	0	0
NR_147508	3086	2886.99	0	0
NR_145469	467	267.994	0	0
NR_145461	467	267.994	0	0
NR_135574	650	450.994	0	0
NR_102709	592	392.994	0	0
NR_134924	1720	1520.99	0	0
NR_037470	126	22.6129	0	0
NR_144634	907	707.994	80.7294	14.4595
NR_120324	1742	1542.99	1	0.0821842
NR_147175	2551	2351.99	3.04306	0.164069
NR_146511	406	206.998	0	0
NR_145417	3558	3358.99	0	0
NR_137432	3343	3143.99	0	0
NR_136191	2994	2794.99	0	0
NR_153414	5739	5539.99	1.00928	0.0231023
NR_046102	935	735.994	0	0
NR_046205	941	741.994	14	2.39266
NR_039935	80	16.8705	0	0
NR_046617	538	338.994	0	0
NR_145460	467	267.994	0	0
NR_001296	863	663.994	0	0
NR_146310	561	361.994	1.09073	0.382093
NR_024370	659	459.994	1	0.275677
NR_125431	715	515.994	0	0
NR_149067	662	462.994	0	0
NR_110064	2290	2090.99	0	0
NR_003669	372	173.045	0	0
NR_033885	1530	1330.99	0	0
NR_146389	5007	4807.99	2.03588	0.0536958
NR_026706	1260	1060.99	0	0
NR_038850	812	612.994	0	0
NR_146637	1164	964.994	1	0.13141
NR_106943	78	16.6602	0	0
NR_132989	1935	1735.99	204.768	14.9578
NR_033737	341	142.358	0	0
NR_134679	606	406.994	0	0
NR_038329	1452	1252.99	3.09266	0.312994
NR_036213	67	15.5132	0	0
NR_153417	384	185.016	0	0
NR_136545	4548	4348.99	0	0
NR_108097	3461	3261.99	1	0.0388749
NR_149145	1533	1333.99	0	0
NR_131250	780	580.994	1	0.218263
NR_003500	1405	1205.99	38.2703	4.02411
NR_103805	756	556.994	0	0
NR_138541	1371	1171.99	0	0
NR_136333	831	631.994	0	0
NR_126167	563	363.994	0.539377	0.18791
NR_110391	599	399.994	0	0
NR_135133	680	480.994	0	0
NR_149050	644	444.994	1	0.28497
NR_108096	3697	3497.99	0	0
NR_145462	467	267.994	0	0
NR_038328	677	477.994	27.495	7.29431
NR_002720	1213	1013.99	3	0.375179
NR_147989	3531	3331.99	12.8236	0.488045
NR_047484	2254	2054.99	0	0
NR_120604	545	345.994	0	0
NR_026915	1289	1089.99	0	0
NR_126342	640	440.994	0	0
NR_146076	4456	4256.99	20.4019	0.607743
NR_030238	98	18.8625	0	0
NR_146898	301	104.59	0	0
NR_104645	2227	2027.99	0	0
NR_036238	91	18.0611	0	0
NR_015341	4607	4407.99	128.651	3.70103
NR_132373	642	442.994	0	0
NR_023317	63	15.0911	0	0
NR_149066	756	556.994	3.67998	0.837815
NR_145488	721	521.994	0	0
NR_027954	2556	2356.99	1	0.0538014
NR_031640	86	17.5114	0	0
NR_024406	2618	2418.99	0	0
NR_144453	701	501.994	0	0
NR_148969	721	521.994	0	0
NR_039936	80	16.8705	0	0
NR_147155	648	448.994	0	0
NR_148507	699	499.994	4	1.01449
NR_147151	748	548.994	0	0
NR_120454	966	766.994	3.59469	0.594323
NR_015362	5018	4818.99	27.2165	0.716189
NR_047500	521	321.994	2	0.787653
NR_151720	450	250.994	0	0
NR_036098	79	16.7652	0	0
NR_136251	523	323.994	0	0
NR_039789	63	15.0911	0	0
NR_120476	848	648.994	0	0
NR_039705	57	14.4389	0	0
NR_002817	3180	2980.99	17	0.72317
NR_149057	613	413.994	1	0.306308
NR_123725	1578	1378.99	6	0.551749
NR_125935	507	307.994	0	0
NR_039930	78	16.6602	0	0
NR_120486	692	492.994	0	0
NR_015396	782	582.994	0	0
NR_002749	84	17.2958	0	0
NR_146905	3186	2986.99	4.178	0.177373
NR_110627	556	356.994	2	0.710431
NR_146737	821	621.994	0	0
NR_120416	2753	2553.99	0	0
NR_146067	3848	3648.99	25.0405	0.870207
NR_030240	88	17.7293	0	0
NR_147074	1732	1532.99	2	0.165441
NR_147499	3142	2942.99	1	0.0430887
NR_146756	2301	2101.99	12.883	0.777211
NR_146746	2740	2540.99	0	0
NR_146742	2669	2469.99	0	0
NR_134934	785	585.994	15.6673	3.39043
NR_146740	2516	2316.99	0	0
NR_033334	2189	1989.99	142.801	9.09981
NR_146755	2635	2435.99	0	0
NR_146741	2297	2097.99	0	0
NR_120524	2551	2351.99	0	0
NR_146748	2533	2333.99	0	0
NR_146754	2252	2052.99	0	0
NR_146744	2527	2327.99	0	0
NR_110308	1114	914.994	0	0
NR_033437	6837	6637.99	80.2217	1.53252
NR_073127	1554	1354.99	3.77242e-08	3.53049e-09
NR_138466	5099	4899.99	1.26308	0.0326878
NR_138141	4357	4157.99	5	0.152489
NR_146750	2631	2431.99	0	0
NR_146743	2507	2307.99	0.0144441	0.000793611
NR_134857	2318	2118.99	6.21123	0.371707
NR_110307	942	742.994	0	0
NR_146745	2294	2094.99	0	0
NR_109785	2010	1810.99	0	0
NR_033434	6584	6384.99	0	0
NR_146758	2171	1971.99	5.88959e-06	3.78732e-07
NR_138465	4612	4412.99	30.1641	0.866782
NR_024338	1184	984.994	0	0
NR_073126	1639	1439.99	0	0
NR_146751	2522	2322.99	0	0
NR_146759	2290	2090.99	33.353	2.02271
NR_135162	1377	1177.99	23.119	2.48874
NR_146739	2367	2167.99	2.48283e-06	1.45225e-07
NR_146738	2439	2239.99	0	0
NR_138464	3101	2901.99	31.7444	1.38715
NR_146749	2388	2188.99	0	0
NR_133648	1126	926.994	45.8915	6.27781
NR_024182	1952	1752.99	0	0
NR_033721	1424	1224.99	16.5231	1.71045
NR_146753	2427	2227.99	22.143	1.26031
NR_073125	1725	1525.99	8	0.664798
NR_120525	2621	2421.99	0	0
NR_109784	2225	2025.99	0	0
NR_146757	2561	2361.99	0	0
NR_146752	2575	2375.99	17.1518	0.915412
NR_146747	2073	1873.99	0.0307762	0.00208257
NR_151709	639	439.994	0	0
NR_152749	2239	2039.99	0	0
NR_147130	1114	914.994	0	0
NR_131248	366	167.072	0	0
NR_027148	768	568.994	3	0.6686
NR_152812	3424	3224.99	0	0
NR_004430	164	29.8892	1.8	7.63678
NR_135011	5058	4858.99	0	0
NR_036580	744	544.994	0	0
NR_027102	3028	2828.99	0	0
NR_024130	2655	2455.99	4.02423	0.207782
NR_110997	1802	1602.99	0	0
NR_027119	1887	1687.99	1.01396	0.076173
NR_151713	1843	1643.99	0	0
NR_151710	818	618.994	1	0.204864
NR_027099	1392	1192.99	0	0
NR_024267	2353	2153.99	0	0
NR_033838	2464	2264.99	5.13152	0.287297
NR_147124	2080	1880.99	0	0
NR_136528	782	582.994	0	0
NR_152801	4401	4201.99	2.50083	0.0754712
NR_027118	2992	2792.99	1	0.0454028
NR_152610	3125	2925.99	0	0
NR_037489	82	17.0823	0	0
NR_045408	545	345.994	0	0
NR_146736	931	731.994	0	0
NR_151483	2563	2363.99	0	0
NR_027626	1795	1595.99	24.0811	1.91336
NR_027442	3581	3381.99	4.02485	0.150914
NR_152746	2469	2269.99	0	0
NR_147123	2025	1825.99	3.62309	0.251613
NR_036652	1167	967.994	0	0
NR_002811	3102	2902.99	0	0
NR_135012	4551	4351.99	0	0
NR_132411	596	396.994	0	0
NR_002838	1793	1593.99	0	0
NR_136529	715	515.994	2	0.491516
NR_151704	3035	2835.99	3	0.134143
NR_134927	1273	1073.99	21.8532	2.58027
NR_015430	1458	1258.99	0	0
NR_033797	3020	2820.99	22	0.988947
NR_034082	2172	1972.99	0	0
NR_152806	4453	4253.99	0	0
NR_047700	564	364.994	2	0.69486
NR_152799	4163	3963.99	0	0
NR_002174	2484	2284.99	247.919	13.7587
NR_039763	53	13.9833	0	0
NR_033859	2907	2707.99	0	0
NR_039747	75	16.3467	0	0
NR_152748	772	572.994	1.8571	0.410995
NR_134928	681	481.994	1.84694	0.485919
NR_147154	591	391.994	0	0
NR_130792	645	445.994	0	0
NR_151488	2746	2546.99	0	0
NR_024269	1893	1693.99	0	0
NR_152792	598	398.994	0	0
NR_036261	82	17.0823	0	0
NR_152810	4293	4093.99	0	0
NR_151487	2981	2781.99	0	0
NR_036131	68	15.6178	0	0
NR_151485	2895	2695.99	0	0
NR_002983	137	24.4071	0	0
NR_024128	1202	1002.99	0	0
NR_015360	3078	2878.99	0.00468485	0.000206351
NR_134921	667	467.994	0.239249	0.064828
NR_152805	4091	3891.99	0	0
NR_024032	787	587.994	0	0
NR_033999	463	263.994	0	0
NR_027065	866	666.994	0	0
NR_036050	82	17.0823	0	0
NR_152808	4567	4367.99	0	0
NR_152743	2972	2772.99	0	0
NR_151708	600	400.994	0	0
NR_024044	189	36.7991	0	0
NR_038433	2035	1835.99	1.00688	0.069544
NR_152795	2949	2749.99	0	0
NR_027333	2433	2233.99	0	0
NR_134929	632	432.994	1.67282	0.489915
NR_027103	1050	850.994	3	0.447041
NR_003290	1539	1339.99	13.0101	1.23121
NR_024478	2282	2082.99	2	0.121757
NR_015383	1062	862.994	0	0
NR_030616	79	16.7652	0	0
NR_151718	381	182.021	0	0
NR_151489	2836	2636.99	0	0
NR_045409	452	252.994	0	0
NR_015400	1041	841.994	0	0
NR_135668	1518	1318.99	0	0
NR_030315	97	18.7454	0	0
NR_104636	1909	1709.99	1	0.074158
NR_151716	678	478.994	1	0.264742
NR_002453	2391	2191.99	121.004	7.00022
NR_152809	3944	3744.99	0	0
NR_135317	2426	2226.99	73.3285	4.17548
NR_125801	793	593.994	13	2.77533
NR_033387	668	468.994	0	0
NR_027105	1331	1131.99	4	0.448093
NR_136299	562	362.994	0	0
NR_027098	2001	1801.99	0	0
NR_027154	5010	4810.99	248.967	6.56235
NR_151725	429	229.994	0	0
NR_033263	3610	3410.99	0	0
NR_037505	102	19.3404	0	0
NR_110416	5151	4951.99	13.8741	0.355286
NR_152750	2162	1962.99	0	0
NR_038460	2228	2028.99	0	0
NR_152742	1247	1047.99	0	0
NR_151707	1875	1675.99	6.06016	0.458526
NR_151491	1813	1613.99	6	0.471413
NR_134930	693	493.994	19.6734	5.05023
NR_033959	1891	1691.99	27.9896	2.09774
NR_151858	2149	1949.99	0	0
NR_110184	2247	2047.99	9	0.557271
NR_027066	903	703.994	0	0
NR_033961	444	244.994	0	0
NR_147122	2190	1990.99	0	0
NR_027012	2149	1949.99	0	0
NR_027155	5052	4852.99	266.549	6.96497
NR_152815	4179	3979.99	0	0
NR_151484	2334	2134.99	0	0
NR_135299	2261	2061.99	0	0
NR_152800	3290	3090.99	13.1386	0.539016
NR_038340	1181	981.994	0	0
NR_135312	3132	2932.99	29.149	1.26027
NR_033396	2377	2177.99	2	0.116446
NR_027097	1405	1205.99	0	0
NR_152747	2314	2114.99	1.1429	0.0685257
NR_110417	511	311.994	6.12588	2.48986
NR_135669	960	760.994	0	0
NR_135597	770	570.994	0	0
NR_152794	2675	2475.99	4	0.204863
NR_103711	2472	2272.99	0	0
NR_109881	1675	1475.99	0	0
NR_151701	1062	862.994	7	1.02859
NR_027111	2339	2139.99	0	0
NR_024268	2116	1916.99	0	0
NR_026656	1411	1211.99	50	5.23145
NR_152730	2821	2621.99	0	0
NR_135670	661	461.994	0	0
NR_152811	4398	4198.99	0	0
NR_110815	1603	1403.99	0	0
NR_152818	597	397.994	0	0
NR_037167	3008	2808.99	0	0
NR_024088	848	648.994	1	0.195394
NR_034023	1771	1571.99	0	0
NR_031625	71	15.9304	0	0
NR_026881	493	293.994	0	0
NR_030584	75	16.3467	0	0
NR_152612	2833	2633.99	72.5168	3.49121
NR_134920	937	737.994	2.77658	0.477101
NR_015416	1642	1442.99	0	0
NR_027106	2204	2004.99	0	0
NR_015353	3006	2806.99	0	0
NR_040024	1309	1109.99	3.0156	0.344513
NR_038262	2303	2103.99	166.279	10.0218
NR_152622	2284	2084.99	0	0
NR_002988	204	42.065	0	0
NR_034007	2016	1816.99	22	1.5354
NR_144360	393	194.005	0	0
NR_151705	483	283.994	1.83379	0.818831
NR_002305	2099	1899.99	14.3893	0.960374
NR_104635	2007	1807.99	0	0
NR_130460	83	17.1888	0	0
NR_152613	967	767.994	0	0
NR_152609	2952	2752.99	0	0
NR_015374	2715	2515.99	0	0
NR_126409	693	493.994	0	0
NR_027004	2441	2241.99	0	0
NR_024444	661	461.994	0	0
NR_152770	2509	2309.99	2	0.109792
NR_151714	712	512.994	1	0.247195
NR_147125	2346	2146.99	13.3769	0.790091
NR_152807	3773	3573.99	4.42213	0.156902
NR_106754	86	17.5114	0	0
NR_024443	2028	1828.99	0	0
NR_024087	910	710.994	0	0
NR_027073	2566	2366.99	0	0
NR_038842	1443	1243.99	79	8.05307
NR_152847	1378	1178.99	0	0
NR_036170	86	17.5114	0	0
NR_149718	4315	4115.99	9.16623	0.282402
NR_152611	831	631.994	18.4832	3.70867
NR_037472	111	20.479	0	0
NR_036229	84	17.2958	0	0
NR_045407	504	304.994	0	0
NR_147206	559	359.994	1.00623	0.35445
NR_134913	1041	841.994	3.98248	0.599788
NR_151706	1324	1124.99	12.4954	1.40848
NR_134912	1045	845.994	0.0175152	0.00262543
NR_027283	1660	1460.99	11	0.954765
NR_026576	655	455.994	0	0
NR_134887	653	453.994	1	0.27932
NR_151486	2660	2460.99	13.5737	0.699423
NR_147084	3421	3221.99	19.3073	0.759889
NR_026764	1330	1130.99	0	0
NR_151703	4621	4421.99	1.04575	0.0299889
NR_110816	425	225.994	6	3.36671
NR_135298	2076	1876.99	231	15.6064
NR_152840	1668	1468.99	1.06252	0.091721
NR_046427	939	739.994	4.40984	0.755695
NM_001288813	2182	1982.99	44.8847	2.87031
NM_001303016	2522	2322.99	0	0
NM_001136042	2184	1984.99	0	0
NM_001350578	2515	2315.99	5.18864	0.284098
NM_001288811	2258	2058.99	0	0
NM_016632	877	677.994	4.40653	0.824183
NM_020690	8349	8149.99	398.161	6.19519
NM_001330244	1350	1150.99	0	0
NM_001350579	2126	1926.99	1.2756	0.0839434
NM_001303630	1903	1703.99	0	0
NM_001202473	2680	2480.99	0	0
NM_025267	1800	1600.99	16.453	1.30319
NM_001199119	1567	1367.99	8.58033	0.795375
NM_001288812	759	559.994	11.4091	2.58356
NM_001354469	943	743.994	2.04393	0.348377
NR_146795	2142	1942.99	13.1853	0.860542
NR_033465	1654	1454.99	72.3484	6.30551
NR_047689	2075	1875.99	0	0
NR_073485	2213	2013.99	0	0
NR_109797	2307	2107.99	0.000163514	9.83644e-06
NR_148695	6498	6298.99	0	0
NR_146207	5784	5584.99	10.9391	0.248376
NR_126507	1186	986.994	0	0
NR_148382	2899	2699.99	0.0031178	0.000146432
NR_144520	1732	1532.99	0	0
NR_104253	1742	1542.99	1.5148e-07	1.24492e-08
NR_033722	1396	1196.99	29.7298	3.14958
NR_075071	4915	4715.99	1	0.0268893
NR_046423	1902	1702.99	0	0
NR_148385	2942	2742.99	43.9969	2.03399
NR_137630	610	410.994	52.9093	16.3249
NR_146989	2274	2074.99	14.6561	0.895684
NR_148447	3435	3235.99	0	0
NR_023314	1267	1067.99	10.9207	1.29668
NR_104413	902	702.994	5	0.901926
NR_104297	3621	3421.99	0	0
NR_104296	3694	3494.99	0	0
NR_135117	1642	1442.99	53.5656	4.70732
NR_146987	2026	1826.99	0	0
NR_147994	2457	2257.99	0	0
NR_109796	2340	2140.99	0	0
NR_148383	2977	2777.99	0	0
NR_028475	2239	2039.99	0	0
NR_130120	1453	1253.99	15	1.51687
NR_109790	1850	1650.99	230.896	17.7346
NR_040003	2138	1938.99	5.60305	0.366438
NR_072984	2096	1896.99	0	0
NR_146976	2312	2112.99	0	0
NR_135845	3401	3201.99	86.6902	3.43322
NR_104015	1578	1378.99	0	0
NR_144488	2669	2469.99	0	0
NR_104317	2552	2352.99	4.44932	0.239787
NR_110229	2796	2596.99	27.6189	1.34861
NR_148004	2783	2583.99	0	0
NR_131178	1132	932.994	0	0
NR_148006	2529	2329.99	0	0
NR_125850	3614	3414.99	7.20331	0.267482
NR_146977	2004	1804.99	0	0
NR_103726	3877	3677.99	13.8918	0.478962
NR_104252	1816	1616.99	1.51943e-07	1.19159e-08
NR_146978	1785	1585.99	0	0
NR_110529	3446	3246.99	0	0
NR_137632	849	649.994	22.4934	4.38832
NR_073487	1511	1311.99	0	0
