target_id	length	eff_length	est_counts	tpm
NR_146394	2498	2298.99	1.02716	0.267624
NR_002746	77	16.5554	0	0
NR_126046	1064	864.994	0	0
NR_126044	2357	2157.99	0	0
NR_024472	1858	1658.99	0	0
NR_015363	2682	2482.99	0	0
NR_126045	1633	1433.99	7	2.92397
NR_040073	604	404.994	0	0
NR_126347	779	579.994	0	0
NR_146317	652	452.994	0	0
NR_036526	3218	3018.99	5	0.992043
NR_002821	494	294.994	0	0
NR_039792	64	15.1973	0	0
NR_135007	2557	2357.99	1018.19	258.648
NR_073060	969	769.994	0	0
NR_073059	989	789.994	0	0
NR_134854	1666	1466.99	0	0
NR_003002	275	82.8196	25.366	183.46
NR_003008	278	85.1688	0	0
NR_036529	5797	5597.99	4	0.428006
NR_036528	6930	6730.99	0	0
NR_036527	6348	6148.99	0	0
NR_036534	2442	2242.99	57	15.2219
NR_122048	692	492.994	0	0
NR_138252	819	619.994	6	5.79678
NR_134535	3432	3232.99	0	0
NR_102390	1478	1278.99	0	0
NR_003693	99	18.9805	0	0
NR_031692	62	14.9844	0	0
NR_146185	1745	1545.99	0	0
NR_146183	1809	1609.99	0	0
NR_146184	2031	1831.99	0	0
NR_030311	94	18.3995	0	0
NR_155740	539	339.994	0	0
NR_155752	872	672.994	0	0
NR_155748	379	180.025	0	0
NR_038450	564	364.994	0	0
NR_117094	2754	2554.99	0	0
NR_110742	690	490.994	0	0
NR_038952	1976	1776.99	0	0
NR_038951	2131	1931.99	0	0
NR_146593	4373	4173.99	0	0
NR_146591	3788	3588.99	0	0
NR_146588	3441	3241.99	0	0
NR_039949	80	16.8705	0	0
NR_146590	3681	3481.99	0	0
NR_038988	3492	3292.99	0	0
NR_146592	3532	3332.99	0	0
NR_030285	94	18.3995	0	0
NR_134477	3413	3213.99	0	0
NR_144393	866	666.994	0	0
NR_024187	728	528.994	0	0
NR_144394	3275	3075.99	0	0
NR_003254	363	164.089	0	0
NR_144395	3164	2964.99	0	0
NR_040114	827	627.994	0	0
NR_131192	1726	1526.99	2	0.78454
NR_120609	2884	2684.99	1	0.22309
NR_149071	441	241.994	0	0
NR_024261	2453	2253.99	0	0
NR_001554	795	595.994	0	0
NR_036632	2356	2156.99	0	0
NR_001555	1062	862.994	0	0
NR_002195	1062	862.994	0	0
NR_036132	78	16.6602	0	0
NR_147988	106	19.835	0	0
NR_131236	652	452.994	0	0
NR_033936	3357	3157.99	0	0
NR_146557	933	733.994	0	0
NR_033899	2033	1833.99	0	0
NR_131237	571	371.994	0	0
NR_146556	1259	1059.99	0	0
NR_026811	3114	2914.99	0	0
NR_003607	1381	1181.99	0	0
NR_073405	11532	11333	9.02131	0.476812
NR_136578	432	232.994	0	0
NR_132320	1006	806.994	0	0
NR_002781	1215	1015.99	0	0
NR_028062	7240	7040.99	0	0
NR_024243	119	21.5765	0	0
NR_024342	120	21.7199	0	0
NR_024220	120	21.7199	0	0
NR_024258	120	21.7199	0	0
NR_004435	122	22.0114	0	0
NR_024242	121	21.8649	0	0
NR_024231	120	21.7199	0	0
NR_024343	121	21.8649	0	0
NR_024228	121	21.8649	0	0
NR_024223	121	21.8649	0	0
NR_004384	123	22.1594	0	0
NR_024226	121	21.8649	0	0
NR_024214	121	21.8649	0	0
NR_024221	119	21.5765	0	0
NR_024219	120	21.7199	0	0
NR_024227	121	21.8649	0	0
NR_024229	121	21.8649	0	0
NR_004383	128	22.9234	0	0
NR_024218	120	21.7199	0	0
NR_024244	119	21.5765	0	0
NR_004436	122	22.0114	0	0
NR_024224	121	21.8649	0	0
NR_024225	121	21.8649	0	0
NR_024216	122	22.0114	0	0
NR_024230	120	21.7199	0	0
NR_024215	121	21.8649	0	0
NR_004437	122	22.0114	0	0
NR_024217	120	21.7199	0	0
NR_155739	1298	1098.99	0	0
NR_104256	1274	1074.99	0	0
NR_110128	3497	3297.99	0	0
NM_001202470	2529	2329.99	47.7213	12.2682
NR_132401	2155	1955.99	0	0
NR_132415	2246	2046.99	0	0
NR_147606	2863	2663.99	0	0
NR_038386	1382	1182.99	0	0
NR_102431	2047	1847.99	0	0
NR_045585	1262	1062.99	33	18.5954
NR_138482	1856	1656.99	0	0
NR_149170	957	757.994	0	0
NR_148876	1176	976.994	0	0
NR_103512	1428	1228.99	0	0
NR_040016	3127	2927.99	0	0
NR_146090	1785	1585.99	0	0
NR_146558	787	587.994	0	0
NR_148895	1879	1679.99	1.21194	0.432112
NR_034125	2686	2486.99	0	0
NR_103795	3903	3703.99	0	0
NR_102432	2116	1916.99	0	0
NR_146091	1671	1471.99	24	9.76625
NR_145971	2550	2350.99	0	0
NR_146560	1073	873.994	0	0
NR_125370	2040	1840.99	0	0
NR_132414	1099	899.994	0	0
NR_138069	4191	3991.99	0	0
NR_027480	1975	1775.99	0	0
NR_130968	3399	3199.99	0.000762156	0.000142665
NR_148878	1268	1068.99	0	0
NR_136230	2320	2120.99	29.1368	8.22858
NR_073379	2435	2235.99	0	0
NR_027389	2141	1941.99	0	0
NR_136229	2199	1999.99	6.1608e-05	1.84515e-05
NR_148413	3442	3242.99	0	0
NR_130898	3437	3237.99	12	2.21987
NR_038990	1416	1216.99	0	0
NR_120394	545	345.994	0	0
NR_003276	2259	2059.99	0	0
NR_036186	96	18.6292	0	0
NR_149028	640	440.994	0	0
NR_110032	2116	1916.99	0	0
NR_126392	618	418.994	0	0
NR_147036	2233	2033.99	0	0
NR_027248	3726	3526.99	0	0
NR_046173	1262	1062.99	0	0
NR_138096	1112	912.994	0	0
NR_046744	699	499.994	0	0
NR_030209	88	17.7293	0	0
NR_026664	2127	1927.99	0	0
NR_027501	3105	2905.99	3.34107	0.688675
NR_015394	1361	1161.99	0	0
NR_146714	563	363.994	10	16.4562
NR_037404	73	16.1385	0	0
NR_027795	2483	2283.99	0	0
NR_110909	766	566.994	0	0
NR_147172	916	716.994	0	0
NR_145449	294	98.4381	0	0
NR_146510	575	375.994	0	0
NR_149072	4825	4625.99	0	0
NR_145421	1832	1632.99	0	0
NR_137430	3520	3320.99	0	0
NR_026803	623	423.994	0	0
NR_137431	3361	3161.99	0	0
NR_110540	565	365.994	0	0
NR_137429	3556	3356.99	0	0
NR_137434	3523	3323.99	0	0
NR_147146	1947	1747.99	0	0
NR_021485	3855	3655.99	0	0
NR_145418	3304	3104.99	0	0
NR_039759	60	14.7687	0	0
NR_137433	3178	2978.99	0	0
NR_146322	8345	8145.99	5	0.367662
NR_145423	786	586.994	0	0
NR_149062	1243	1043.99	0	0
NR_026864	2963	2763.99	0	0
NR_003083	3839	3639.99	0	0
NR_126166	1893	1693.99	0	0
NR_039814	70	15.8264	0	0
NR_136180	932	732.994	0	0
NR_104644	2924	2724.99	0	0
NR_149065	837	637.994	0	0
NR_147203	465	265.994	0	0
NR_146522	460	260.994	0	0
NR_040013	1058	858.994	0	0
NR_147204	536	336.994	0	0
NR_038399	1294	1094.99	0	0
NR_138542	1345	1145.99	0	0
NR_148060	1858	1658.99	0	0
NR_109932	781	581.994	0	0
NR_135287	1949	1749.99	0	0
NR_145416	2267	2067.99	0	0
NR_135010	3124	2924.99	10	2.04785
NR_045215	1261	1061.99	0	0
NR_037424	90	17.9498	0	0
NR_147174	1296	1096.99	0	0
NR_026751	2450	2250.99	0	0
NR_033995	794	594.994	3.64514	3.66965
NR_149003	471	271.994	0	0
NR_039884	70	15.8264	0	0
NR_038216	1717	1517.99	0	0
NR_038327	1617	1417.99	0	0
NR_108022	1334	1134.99	0	0
NR_026802	1860	1660.99	0	0
NR_147182	614	414.994	0	0
NR_046797	458	258.994	0	0
NR_046784	935	735.994	0	0
NR_030239	88	17.7293	0	0
NR_039987	2911	2711.99	0	0
NR_149085	407	207.997	0	0
NR_153418	590	390.994	0	0
NR_038380	4671	4471.99	0	0
NR_149064	849	649.994	0	0
NR_026903	3442	3242.99	13	2.40115
NR_146392	2315	2115.99	0	0
NR_030320	97	18.7454	0	0
NR_120487	575	375.994	0	0
NR_147508	3086	2886.99	0	0
NR_145469	467	267.994	0	0
NR_145461	467	267.994	0	0
NR_135574	650	450.994	0	0
NR_102709	592	392.994	0	0
NR_134924	1720	1520.99	0	0
NR_037470	126	22.6129	0	0
NR_144634	907	707.994	5	4.23022
NR_120324	1742	1542.99	0	0
NR_147175	2551	2351.99	0	0
NR_146511	406	206.998	0	0
NR_145417	3558	3358.99	0	0
NR_137432	3343	3143.99	0	0
NR_136191	2994	2794.99	0	0
NR_153414	5739	5539.99	0	0
NR_046102	935	735.994	0	0
NR_046205	941	741.994	2	1.61455
NR_039935	80	16.8705	0	0
NR_046617	538	338.994	0	0
NR_145460	467	267.994	0	0
NR_001296	863	663.994	0	0
NR_146310	561	361.994	0	0
NR_024370	659	459.994	0	0
NR_125431	715	515.994	0	0
NR_149067	662	462.994	0	0
NR_110064	2290	2090.99	0	0
NR_003669	372	173.045	0	0
NR_033885	1530	1330.99	0	0
NR_146389	5007	4807.99	13.8992	1.7316
NR_026706	1260	1060.99	0	0
NR_038850	812	612.994	0	0
NR_146637	1164	964.994	0	0
NR_106943	78	16.6602	0	0
NR_132989	1935	1735.99	348	120.075
NR_033737	341	142.358	0	0
NR_134679	606	406.994	0	0
NR_038329	1452	1252.99	0	0
NR_036213	67	15.5132	0	0
NR_153417	384	185.016	0	0
NR_136545	4548	4348.99	0	0
NR_108097	3461	3261.99	0	0
NR_149145	1533	1333.99	0	0
NR_131250	780	580.994	0	0
NR_003500	1405	1205.99	0	0
NR_103805	756	556.994	0	0
NR_138541	1371	1171.99	0	0
NR_136333	831	631.994	0	0
NR_126167	563	363.994	0	0
NR_110391	599	399.994	0	0
NR_135133	680	480.994	0	0
NR_149050	644	444.994	0	0
NR_108096	3697	3497.99	0	0
NR_145462	467	267.994	0	0
NR_038328	677	477.994	3	3.75943
NR_002720	1213	1013.99	0	0
NR_147989	3531	3331.99	0	0
NR_047484	2254	2054.99	0	0
NR_120604	545	345.994	0	0
NR_026915	1289	1089.99	14	7.69355
NR_126342	640	440.994	0	0
NR_146076	4456	4256.99	3	0.422125
NR_030238	98	18.8625	0	0
NR_146898	301	104.59	0	0
NR_104645	2227	2027.99	0	0
NR_036238	91	18.0611	0	0
NR_015341	4607	4407.99	11	1.49477
NR_132373	642	442.994	0	0
NR_023317	63	15.0911	0	0
NR_149066	756	556.994	0	0
NR_145488	721	521.994	0	0
NR_027954	2556	2356.99	0	0
NR_031640	86	17.5114	0	0
NR_024406	2618	2418.99	0	0
NR_144453	701	501.994	0	0
NR_148969	721	521.994	0	0
NR_039936	80	16.8705	0	0
NR_147155	648	448.994	0	0
NR_148507	699	499.994	0	0
NR_147151	748	548.994	0	0
NR_120454	966	766.994	0	0
NR_015362	5018	4818.99	9	1.11869
NR_047500	521	321.994	0	0
NR_151720	450	250.994	0	0
NR_036098	79	16.7652	0	0
NR_136251	523	323.994	0	0
NR_039789	63	15.0911	0	0
NR_120476	848	648.994	0	0
NR_039705	57	14.4389	0	0
NR_002817	3180	2980.99	0	0
NR_149057	613	413.994	0	0
NR_123725	1578	1378.99	0	0
NR_125935	507	307.994	0	0
NR_039930	78	16.6602	0	0
NR_120486	692	492.994	0	0
NR_015396	782	582.994	0	0
NR_002749	84	17.2958	0	0
NR_146905	3186	2986.99	0	0
NR_110627	556	356.994	0	0
NR_146737	821	621.994	0	0
NR_120416	2753	2553.99	0	0
NR_146067	3848	3648.99	0	0
NR_030240	88	17.7293	0	0
NR_147074	1732	1532.99	0	0
NR_147499	3142	2942.99	0	0
NR_146756	2301	2101.99	0	0
NR_146746	2740	2540.99	0	0
NR_146742	2669	2469.99	0	0
NR_134934	785	585.994	21	21.4659
NR_146740	2516	2316.99	0	0
NR_033334	2189	1989.99	38.0254	11.4457
NR_146755	2635	2435.99	0	0
NR_146741	2297	2097.99	0	0
NR_120524	2551	2351.99	0	0
NR_146748	2533	2333.99	0	0
NR_146754	2252	2052.99	0	0
NR_146744	2527	2327.99	0	0
NR_110308	1114	914.994	0	0
NR_033437	6837	6637.99	0	0
NR_073127	1554	1354.99	0	0
NR_138466	5099	4899.99	0	0
NR_138141	4357	4157.99	2	0.288117
NR_146750	2631	2431.99	0	0
NR_146743	2507	2307.99	0	0
NR_134857	2318	2118.99	0	0
NR_110307	942	742.994	0	0
NR_146745	2294	2094.99	0	0
NR_109785	2010	1810.99	0	0
NR_033434	6584	6384.99	5.99992	0.56287
NR_146758	2171	1971.99	3.0534	0.927472
NR_138465	4612	4412.99	0.000295445	4.0102e-05
NR_024338	1184	984.994	0	0
NR_073126	1639	1439.99	0	0
NR_146751	2522	2322.99	0	0
NR_146759	2290	2090.99	0	0
NR_135162	1377	1177.99	0	0
NR_146739	2367	2167.99	0	0
NR_146738	2439	2239.99	0	0
NR_138464	3101	2901.99	0	0
NR_146749	2388	2188.99	0	0
NR_133648	1126	926.994	0	0
NR_024182	1952	1752.99	0	0
NR_033721	1424	1224.99	0.00308553	0.00150875
NR_146753	2427	2227.99	0	0
NR_073125	1725	1525.99	0	0
NR_120525	2621	2421.99	0	0
NR_109784	2225	2025.99	0	0
NR_146757	2561	2361.99	0	0
NR_146752	2575	2375.99	0	0
NR_146747	2073	1873.99	0.00131049	0.000418878
NR_151709	639	439.994	0	0
NR_152749	2239	2039.99	0	0
NR_147130	1114	914.994	0	0
NR_131248	366	167.072	0	0
NR_027148	768	568.994	0	0
NR_152812	3424	3224.99	0	0
NR_004430	164	29.8892	0	0
NR_135011	5058	4858.99	0	0
NR_036580	744	544.994	0	0
NR_027102	3028	2828.99	0	0
NR_024130	2655	2455.99	0	0
NR_110997	1802	1602.99	0	0
NR_027119	1887	1687.99	0	0
NR_151713	1843	1643.99	0	0
NR_151710	818	618.994	0	0
NR_027099	1392	1192.99	0	0
NR_024267	2353	2153.99	0	0
NR_033838	2464	2264.99	0	0
NR_147124	2080	1880.99	0	0
NR_136528	782	582.994	0	0
NR_152801	4401	4201.99	0	0
NR_027118	2992	2792.99	0	0
NR_152610	3125	2925.99	0	0
NR_037489	82	17.0823	0	0
NR_045408	545	345.994	0	0
NR_146736	931	731.994	0	0
NR_151483	2563	2363.99	2	0.506765
NR_027626	1795	1595.99	0	0
NR_027442	3581	3381.99	0	0
NR_152746	2469	2269.99	0	0
NR_147123	2025	1825.99	0	0
NR_036652	1167	967.994	0	0
NR_002811	3102	2902.99	0	0
NR_135012	4551	4351.99	0	0
NR_132411	596	396.994	0	0
NR_002838	1793	1593.99	0	0
NR_136529	715	515.994	0	0
NR_151704	3035	2835.99	0	0
NR_134927	1273	1073.99	0	0
NR_015430	1458	1258.99	0	0
NR_033797	3020	2820.99	0	0
NR_034082	2172	1972.99	0	0
NR_152806	4453	4253.99	0	0
NR_047700	564	364.994	0	0
NR_152799	4163	3963.99	0	0
NR_002174	2484	2284.99	9	2.35928
NR_039763	53	13.9833	0	0
NR_033859	2907	2707.99	0	0
NR_039747	75	16.3467	0	0
NR_152748	772	572.994	0	0
NR_134928	681	481.994	0	0
NR_147154	591	391.994	0	0
NR_130792	645	445.994	0	0
NR_151488	2746	2546.99	0	0
NR_024269	1893	1693.99	0	0
NR_152792	598	398.994	0	0
NR_036261	82	17.0823	0	0
NR_152810	4293	4093.99	0	0
NR_151487	2981	2781.99	0	0
NR_036131	68	15.6178	0	0
NR_151485	2895	2695.99	0	0
NR_002983	137	24.4071	0	0
NR_024128	1202	1002.99	0	0
NR_015360	3078	2878.99	0	0
NR_134921	667	467.994	5	6.3996
NR_152805	4091	3891.99	0	0
NR_024032	787	587.994	0	0
NR_033999	463	263.994	0	0
NR_027065	866	666.994	0	0
NR_036050	82	17.0823	0	0
NR_152808	4567	4367.99	0	0
NR_152743	2972	2772.99	0	0
NR_151708	600	400.994	0	0
NR_024044	189	36.7991	0	0
NR_038433	2035	1835.99	0	0
NR_152795	2949	2749.99	0	0
NR_027333	2433	2233.99	0	0
NR_134929	632	432.994	0	0
NR_027103	1050	850.994	0	0
NR_003290	1539	1339.99	0	0
NR_024478	2282	2082.99	0	0
NR_015383	1062	862.994	0	0
NR_030616	79	16.7652	0	0
NR_151718	381	182.021	0	0
NR_151489	2836	2636.99	0	0
NR_045409	452	252.994	0	0
NR_015400	1041	841.994	0	0
NR_135668	1518	1318.99	0	0
NR_030315	97	18.7454	0	0
NR_104636	1909	1709.99	0	0
NR_151716	678	478.994	0	0
NR_002453	2391	2191.99	0	0
NR_152809	3944	3744.99	0	0
NR_135317	2426	2226.99	0	0
NR_125801	793	593.994	0	0
NR_033387	668	468.994	0	0
NR_027105	1331	1131.99	0	0
NR_136299	562	362.994	0	0
NR_027098	2001	1801.99	0	0
NR_027154	5010	4810.99	3.99961	0.497973
NR_151725	429	229.994	0	0
NR_033263	3610	3410.99	0	0
NR_037505	102	19.3404	0	0
NR_110416	5151	4951.99	24.5465	2.96915
NR_152750	2162	1962.99	0	0
NR_038460	2228	2028.99	0	0
NR_152742	1247	1047.99	0	0
NR_151707	1875	1675.99	0	0
NR_151491	1813	1613.99	10	3.71125
NR_134930	693	493.994	0	0
NR_033959	1891	1691.99	0	0
NR_151858	2149	1949.99	0	0
NR_110184	2247	2047.99	0	0
NR_027066	903	703.994	0	0
NR_033961	444	244.994	0	0
NR_147122	2190	1990.99	0	0
NR_027012	2149	1949.99	0	0
NR_027155	5052	4852.99	0.000385019	4.75221e-05
NR_152815	4179	3979.99	0	0
NR_151484	2334	2134.99	0	0
NR_135299	2261	2061.99	0	0
NR_152800	3290	3090.99	0	0
NR_038340	1181	981.994	15	9.14966
NR_135312	3132	2932.99	0	0
NR_033396	2377	2177.99	0	0
NR_027097	1405	1205.99	0	0
NR_152747	2314	2114.99	0	0
NR_110417	511	311.994	6.45348	12.39
NR_135669	960	760.994	0	0
NR_135597	770	570.994	0	0
NR_152794	2675	2475.99	0	0
NR_103711	2472	2272.99	0	0
NR_109881	1675	1475.99	0	0
NR_151701	1062	862.994	7	4.85862
NR_027111	2339	2139.99	0	0
NR_024268	2116	1916.99	0	0
NR_026656	1411	1211.99	0	0
NR_152730	2821	2621.99	0	0
NR_135670	661	461.994	0	0
NR_152811	4398	4198.99	0	0
NR_110815	1603	1403.99	0	0
NR_152818	597	397.994	0	0
NR_037167	3008	2808.99	0	0
NR_024088	848	648.994	0	0
NR_034023	1771	1571.99	0	0
NR_031625	71	15.9304	0	0
NR_026881	493	293.994	0	0
NR_030584	75	16.3467	0	0
NR_152612	2833	2633.99	5.26272	1.19679
NR_134920	937	737.994	0	0
NR_015416	1642	1442.99	0	0
NR_027106	2204	2004.99	0	0
NR_015353	3006	2806.99	0	0
NR_040024	1309	1109.99	0	0
NR_038262	2303	2103.99	7	1.99286
NR_152622	2284	2084.99	0	0
NR_002988	204	42.065	0	0
NR_034007	2016	1816.99	0	0
NR_144360	393	194.005	0	0
NR_151705	483	283.994	0	0
NR_002305	2099	1899.99	1.08772	0.342915
NR_104635	2007	1807.99	0	0
NR_130460	83	17.1888	0	0
NR_152613	967	767.994	0	0
NR_152609	2952	2752.99	0	0
NR_015374	2715	2515.99	0	0
NR_126409	693	493.994	0	0
NR_027004	2441	2241.99	0	0
NR_024444	661	461.994	0	0
NR_152770	2509	2309.99	0	0
NR_151714	712	512.994	0	0
NR_147125	2346	2146.99	0	0
NR_152807	3773	3573.99	0	0
NR_106754	86	17.5114	0	0
NR_024443	2028	1828.99	0	0
NR_024087	910	710.994	0	0
NR_027073	2566	2366.99	0	0
NR_038842	1443	1243.99	1	0.481509
NR_152847	1378	1178.99	0	0
NR_036170	86	17.5114	0	0
NR_149718	4315	4115.99	0	0
NR_152611	831	631.994	21.7373	20.6023
NR_037472	111	20.479	0	0
NR_036229	84	17.2958	0	0
NR_045407	504	304.994	0	0
NR_147206	559	359.994	1.48406	2.46933
NR_134913	1041	841.994	0	0
NR_151706	1324	1124.99	1	0.532442
NR_134912	1045	845.994	0	0
NR_027283	1660	1460.99	0	0
NR_026576	655	455.994	0	0
NR_134887	653	453.994	0	0
NR_151486	2660	2460.99	0	0
NR_147084	3421	3221.99	0	0
NR_026764	1330	1130.99	0	0
NR_151703	4621	4421.99	0	0
NR_110816	425	225.994	0	0
NR_135298	2076	1876.99	1	0.319124
NR_152840	1668	1468.99	0	0
NR_046427	939	739.994	0	0
NM_001288813	2182	1982.99	0	0
NM_001303016	2522	2322.99	0	0
NM_001136042	2184	1984.99	0	0
NM_001350578	2515	2315.99	8	2.06907
NM_001288811	2258	2058.99	0	0
NM_016632	877	677.994	0	0
NM_020690	8349	8149.99	0	0
NM_001330244	1350	1150.99	0	0
NM_001350579	2126	1926.99	0	0
NM_001303630	1903	1703.99	0.265836	0.0934476
NM_001202473	2680	2480.99	0	0
NM_025267	1800	1600.99	0	0
NM_001199119	1567	1367.99	0	0
NM_001288812	759	559.994	0	0
NM_001354469	943	743.994	0	0
NR_146795	2142	1942.99	0	0
NR_033465	1654	1454.99	0	0
NR_047689	2075	1875.99	0	0
NR_073485	2213	2013.99	0	0
NR_109797	2307	2107.99	22.152	6.29457
NR_148695	6498	6298.99	0	0
NR_146207	5784	5584.99	0	0
NR_126507	1186	986.994	0	0
NR_148382	2899	2699.99	8.95862	1.98747
NR_144520	1732	1532.99	0	0
NR_104253	1742	1542.99	0	0
NR_033722	1396	1196.99	0	0
NR_075071	4915	4715.99	0	0
NR_046423	1902	1702.99	0	0
NR_148385	2942	2742.99	4.47723e-07	9.77704e-08
NR_137630	610	410.994	1.04093	1.51708
NR_146989	2274	2074.99	0	0
NR_148447	3435	3235.99	0	0
NR_023314	1267	1067.99	0	0
NR_104413	902	702.994	0	0
NR_104297	3621	3421.99	0	0
NR_104296	3694	3494.99	0	0
NR_135117	1642	1442.99	15	6.22658
NR_146987	2026	1826.99	0	0
NR_147994	2457	2257.99	0	0
NR_109796	2340	2140.99	64.8474	18.1426
NR_148383	2977	2777.99	0	0
NR_028475	2239	2039.99	0	0
NR_130120	1453	1253.99	2	0.955338
NR_109790	1850	1650.99	0	0
NR_040003	2138	1938.99	0	0
NR_072984	2096	1896.99	0	0
NR_146976	2312	2112.99	0	0
NR_135845	3401	3201.99	0	0
NR_104015	1578	1378.99	7	3.04059
NR_144488	2669	2469.99	0	0
NR_104317	2552	2352.99	3	0.7637
NR_110229	2796	2596.99	0	0
NR_148004	2783	2583.99	0	0
NR_131178	1132	932.994	0	0
NR_148006	2529	2329.99	0	0
NR_125850	3614	3414.99	0	0
NR_146977	2004	1804.99	0	0
NR_103726	3877	3677.99	0	0
NR_104252	1816	1616.99	0	0
NR_146978	1785	1585.99	6	2.26606
NR_110529	3446	3246.99	1.08644	0.200423
NR_137632	849	649.994	0	0
NR_073487	1511	1311.99	0	0
NR_135092	3412	3212.99	0	0
NR_072985	2103	1903.99	0	0
NR_048570	3312	3112.99	0	0
NR_117088	651	451.994	0	0
NR_146985	2194	1994.99	0	0
NR_027135	1778	1578.99	0	0
NR_046073	1262	1062.99	12.7086	7.16128
NR_135832	1109	909.994	0	0
NR_146210	5901	5701.99	0	0
NR_110317	2070	1870.99	1	0.320148
NR_122119	1404	1204.99	0.392904	0.19531
NR_024873	3696	3496.99	11.2573	1.92824
NR_148516	1592	1392.99	1	0.430005
NR_135466	2467	2267.99	0	0
NR_135848	3235	3035.99	7.42414e-08	1.46476e-08
NR_073595	2722	2522.99	0	0
NR_148384	2928	2728.99	0.000103636	2.27474e-05
NR_037667	4589	4389.99	0	0
NR_033192	1546	1346.99	69	30.6836
NR_027962	3539	3339.99	0	0
NR_135139	4458	4258.99	0	0
NR_046462	5953	5753.99	0	0
NR_104637	2496	2296.99	0	0
NR_135539	772	572.994	0	0
NR_072980	2944	2744.99	0	0
NR_125897	1536	1336.99	0	0
NR_148515	1807	1607.99	0	0
NR_037935	1690	1490.99	0	0
NR_109800	2328	2128.99	0.000581862	0.000163707
NR_134876	2900	2700.99	6.04127	1.33976
NR_146809	1891	1691.99	0	0
NR_104638	1907	1707.99	0.00799811	0.00280494
NR_028439	4368	4168.99	0	0
NR_147995	3028	2828.99	0	0
NR_110527	1227	1027.99	0	0
NR_148517	1706	1506.99	0	0
NR_147991	2943	2743.99	0	0
NR_026937	1083	883.994	6	4.0656
NR_145972	2828	2628.99	0	0
NR_146983	1975	1775.99	0	0
NR_134877	2992	2792.99	0	0
NR_146209	5603	5403.99	0	0
NR_144535	1006	806.994	0	0
NR_125328	2070	1870.99	0	0
NR_104042	2127	1927.99	0	0
NR_148514	1809	1609.99	0	0
NR_072987	2053	1853.99	0	0
NR_138057	3248	3048.99	0	0
NR_046079	4728	4528.99	0	0
NR_024872	3723	3523.99	0.00314328	0.000534282
NR_147993	2575	2375.99	0	0
NR_103503	1945	1745.99	0	0
NR_146063	716	516.994	0	0
NR_026649	1942	1742.99	0	0
NR_135841	3293	3093.99	0	0
NR_144311	5955	5755.99	0	0
NR_104254	1840	1640.99	0	0
NR_033464	1498	1298.99	0	0
NR_110316	723	523.994	0	0
NR_110319	1533	1333.99	0	0
NR_111969	725	525.994	1262.48	1437.7
NR_104043	2076	1876.99	7	2.23387
