target_id	length	eff_length	est_counts	tpm
NR_024228	121	21.8649	0	0
NR_024223	121	21.8649	0	0
NR_004384	123	22.1594	0	0
NR_024226	121	21.8649	0	0
NR_024214	121	21.8649	0	0
NR_024221	119	21.5765	0	0
NR_024219	120	21.7199	0	0
NR_024227	121	21.8649	0	0
NR_024229	121	21.8649	0	0
NR_004383	128	22.9234	0	0
NR_024218	120	21.7199	0	0
NR_024244	119	21.5765	0	0
NR_004436	122	22.0114	0	0
NR_024224	121	21.8649	0	0
NR_024225	121	21.8649	0	0
NR_024216	122	22.0114	0	0
NR_024230	120	21.7199	0	0
NR_024215	121	21.8649	0	0
NR_004437	122	22.0114	0	0
NR_024217	120	21.7199	0	0
NR_155739	1298	1098.99	0	0
NR_104256	1274	1074.99	6.39928	1.64792
NR_110128	3497	3297.99	0	0
NM_001202470	2529	2329.99	640.893	76.1448
NR_132401	2155	1955.99	0	0
NR_132415	2246	2046.99	5.52972	0.747819
NR_147606	2863	2663.99	3.43877	0.357339
NR_038386	1382	1182.99	0	0
NR_102431	2047	1847.99	0	0
NR_045585	1262	1062.99	60.1711	15.6699
NR_138482	1856	1656.99	0	0
NR_149170	957	757.994	0	0
NR_148876	1176	976.994	0	0
NR_103512	1428	1228.99	3.0991	0.698065
NR_040016	3127	2927.99	215.282	20.3539
NR_146090	1785	1585.99	29.9889	5.23442
NR_146558	787	587.994	0	0
NR_148895	1879	1679.99	8.78407	1.44743
NR_034125	2686	2486.99	6.50373	0.723932
NR_103795	3903	3703.99	0	0
NR_102432	2116	1916.99	0	0
NR_146091	1671	1471.99	256.539	48.2456
NR_145971	2550	2350.99	0	0
NR_146560	1073	873.994	0	0
NR_125370	2040	1840.99	0	0
NR_132414	1099	899.994	38.5272	11.8505
NR_138069	4191	3991.99	0	0
NR_027480	1975	1775.99	0	0
NR_130968	3399	3199.99	0	0
NR_148878	1268	1068.99	1.4926	0.386526
NR_136230	2320	2120.99	30.625	3.99712
NR_073379	2435	2235.99	1	0.123805
NR_027389	2141	1941.99	0	0
NR_136229	2199	1999.99	89.2414	12.3523
NR_148413	3442	3242.99	1	0.0853619
NR_130898	3437	3237.99	2.64958	0.226523
NR_038990	1416	1216.99	3	0.682406
NR_120394	545	345.994	0	0
NR_003276	2259	2059.99	1.01005	0.135733
NR_036186	96	18.6292	0	0
NR_149028	640	440.994	0	0
NR_110032	2116	1916.99	7	1.01085
NR_126392	618	418.994	2	1.32139
NR_147036	2233	2033.99	0	0
NR_027248	3726	3526.99	1	0.0784884
NR_046173	1262	1062.99	11.2581	2.93187
NR_138096	1112	912.994	0	0
NR_046744	699	499.994	0	0
NR_030209	88	17.7293	0	0
NR_026664	2127	1927.99	1	0.143583
NR_027501	3105	2905.99	11.9738	1.14064
NR_015394	1361	1161.99	1	0.238235
NR_146714	563	363.994	0	0
NR_037404	73	16.1385	0	0
NR_027795	2483	2283.99	2.04244	0.24755
NR_110909	766	566.994	4	1.95295
NR_147172	916	716.994	0	0
NR_145449	294	98.4381	0	0
NR_146510	575	375.994	0	0
NR_149072	4825	4625.99	0	0
NR_145421	1832	1632.99	0	0
NR_137430	3520	3320.99	0	0
NR_026803	623	423.994	0	0
NR_137431	3361	3161.99	0	0
NR_110540	565	365.994	0	0
NR_137429	3556	3356.99	0	0
NR_137434	3523	3323.99	0	0
NR_147146	1947	1747.99	1	0.158369
NR_021485	3855	3655.99	3.09272	0.234178
NR_145418	3304	3104.99	3	0.267467
NR_039759	60	14.7687	0	0
NR_137433	3178	2978.99	0	0
NR_146322	8345	8145.99	6.26915	0.213047
NR_145423	786	586.994	4	1.88641
NR_149062	1243	1043.99	2	0.530325
NR_026864	2963	2763.99	0	0
NR_003083	3839	3639.99	0	0
NR_126166	1893	1693.99	5.01543	0.819609
NR_039814	70	15.8264	0	0
NR_136180	932	732.994	0	0
NR_104644	2924	2724.99	10.8248	1.09968
NR_149065	837	637.994	0	0
NR_147203	465	265.994	0	0
NR_146522	460	260.994	0	0
NR_040013	1058	858.994	5	1.61135
NR_147204	536	336.994	0	0
NR_038399	1294	1094.99	0	0
NR_138542	1345	1145.99	0	0
NR_148060	1858	1658.99	4.30742	0.718758
NR_109932	781	581.994	2	0.951309
NR_135287	1949	1749.99	7	1.10732
NR_145416	2267	2067.99	3.76924	0.504562
NR_135010	3124	2924.99	56.636	5.36016
NR_045215	1261	1061.99	31	8.08072
NR_037424	90	17.9498	0	0
NR_147174	1296	1096.99	0	0
NR_026751	2450	2250.99	1.23076	0.151359
NR_033995	794	594.994	3	1.39579
NR_149003	471	271.994	4	4.0711
NR_039884	70	15.8264	0	0
NR_038216	1717	1517.99	0	0
NR_038327	1617	1417.99	6.99277	1.36517
NR_108022	1334	1134.99	2	0.487805
NR_026802	1860	1660.99	0	0
NR_147182	614	414.994	0	0
NR_046797	458	258.994	0	0
NR_046784	935	735.994	3	1.12838
NR_030239	88	17.7293	0	0
NR_039987	2911	2711.99	1.08548	0.1108
NR_149085	407	207.997	0	0
NR_153418	590	390.994	0	0
NR_038380	4671	4471.99	2.02964	0.12564
NR_149064	849	649.994	0	0
NR_026903	3442	3242.99	53.1121	4.53375
NR_146392	2315	2115.99	8.07896e-08	1.05694e-08
NR_030320	97	18.7454	0	0
NR_120487	575	375.994	2	1.47251
NR_147508	3086	2886.99	1	0.095888
NR_145469	467	267.994	0	0
NR_145461	467	267.994	0.666667	0.688643
NR_135574	650	450.994	0	0
NR_102709	592	392.994	0	0
NR_134924	1720	1520.99	0	0
NR_037470	126	22.6129	0	0
NR_144634	907	707.994	34.591	13.5252
NR_120324	1742	1542.99	2	0.358819
NR_147175	2551	2351.99	0	0
NR_146511	406	206.998	2	2.6747
NR_145417	3558	3358.99	0	0
NR_137432	3343	3143.99	6.56061	0.57766
NR_136191	2994	2794.99	0	0
NR_153414	5739	5539.99	0	0
NR_046102	935	735.994	0	0
NR_046205	941	741.994	23	8.581
NR_039935	80	16.8705	0	0
NR_046617	538	338.994	0	0
NR_145460	467	267.994	0.666667	0.688643
NR_001296	863	663.994	0	0
NR_146310	561	361.994	1	0.764732
NR_024370	659	459.994	0	0
NR_125431	715	515.994	3.0049	1.61211
NR_149067	662	462.994	0	0
NR_110064	2290	2090.99	4.15133	0.549597
NR_003669	372	173.045	0	0
NR_033885	1530	1330.99	0	0
NR_146389	5007	4807.99	0	0
NR_026706	1260	1060.99	0	0
NR_038850	812	612.994	0	0
NR_146637	1164	964.994	0	0
NR_106943	78	16.6602	0	0
NR_132989	1935	1735.99	56	8.92997
NR_033737	341	142.358	0	0
NR_134679	606	406.994	0	0
NR_038329	1452	1252.99	23.3665	5.16243
NR_036213	67	15.5132	0	0
NR_153417	384	185.016	0	0
NR_136545	4548	4348.99	16.5313	1.05227
NR_108097	3461	3261.99	0	0
NR_149145	1533	1333.99	1.36122	0.282478
NR_131250	780	580.994	0	0
NR_003500	1405	1205.99	90.6521	20.8086
NR_103805	756	556.994	0	0
NR_138541	1371	1171.99	0	0
NR_136333	831	631.994	0	0
NR_126167	563	363.994	1	0.76053
NR_110391	599	399.994	0	0
NR_135133	680	480.994	7	4.02874
NR_149050	644	444.994	0	0
NR_108096	3697	3497.99	0	0
NR_145462	467	267.994	0.666667	0.688643
NR_038328	677	477.994	7.96579	4.61335
NR_002720	1213	1013.99	0	0
NR_147989	3531	3331.99	38.227	3.17597
NR_047484	2254	2054.99	4.16144	0.560587
NR_120604	545	345.994	1	0.800096
NR_026915	1289	1089.99	8	2.03178
NR_126342	640	440.994	5.11229	3.20917
NR_146076	4456	4256.99	41.946	2.72771
NR_030238	98	18.8625	0	0
NR_146898	301	104.59	0	0
NR_104645	2227	2027.99	0	0
NR_036238	91	18.0611	0	0
NR_015341	4607	4407.99	128.544	8.07276
NR_132373	642	442.994	3.49391	2.18335
NR_023317	63	15.0911	0	0
NR_149066	756	556.994	2	0.994008
NR_145488	721	521.994	1.61617	0.857102
NR_027954	2556	2356.99	7	0.822147
NR_031640	86	17.5114	0	0
NR_024406	2618	2418.99	0	0
NR_144453	701	501.994	0	0
NR_148969	721	521.994	0	0
NR_039936	80	16.8705	0	0
NR_147155	648	448.994	0	0
NR_148507	699	499.994	0	0
NR_147151	748	548.994	0	0
NR_120454	966	766.994	0	0
NR_015362	5018	4818.99	12.1229	0.696402
NR_047500	521	321.994	0	0
NR_151720	450	250.994	0	0
NR_036098	79	16.7652	0	0
NR_136251	523	323.994	0	0
NR_039789	63	15.0911	0	0
NR_120476	848	648.994	0	0
NR_039705	57	14.4389	0	0
NR_002817	3180	2980.99	18.6734	1.73409
NR_149057	613	413.994	3.40615	2.27761
NR_123725	1578	1378.99	5	1.00373
NR_125935	507	307.994	0	0
NR_039930	78	16.6602	0	0
NR_120486	692	492.994	0	0
NR_015396	782	582.994	0	0
NR_002749	84	17.2958	0	0
NR_146905	3186	2986.99	1.068	0.0989795
NR_110627	556	356.994	3	2.32633
NR_146737	821	621.994	3.6348	1.61773
NR_120416	2753	2553.99	1.05459	0.114308
NR_146067	3848	3648.99	3.00926	0.228295
NR_030240	88	17.7293	0	0
NR_147074	1732	1532.99	0	0
NR_147499	3142	2942.99	1	0.0940634
NR_146756	2301	2101.99	0	0
NR_146746	2740	2540.99	9.08938	0.99024
NR_146742	2669	2469.99	5.74399	0.643766
NR_134934	785	585.994	11.4518	5.40992
NR_146740	2516	2316.99	3.27219e-07	3.90952e-08
NR_033334	2189	1989.99	147.382	20.5023
NR_146755	2635	2435.99	0	0
NR_146741	2297	2097.99	0	0
NR_120524	2551	2351.99	5.70255	0.671186
NR_146748	2533	2333.99	0	0
NR_146754	2252	2052.99	0	0
NR_146744	2527	2327.99	0	0
NR_110308	1114	914.994	0	0
NR_033437	6837	6637.99	55.4128	2.31091
NR_073127	1554	1354.99	8.74083	1.78577
NR_138466	5099	4899.99	2.91451	0.164657
NR_138141	4357	4157.99	3.80624	0.253409
NR_146750	2631	2431.99	0	0
NR_146743	2507	2307.99	0	0
NR_134857	2318	2118.99	0	0
NR_110307	942	742.994	0	0
NR_146745	2294	2094.99	0	0
NR_109785	2010	1810.99	0	0
NR_033434	6584	6384.99	10.5809	0.458747
NR_146758	2171	1971.99	0	0
NR_138465	4612	4412.99	0	0
NR_024338	1184	984.994	0	0
NR_073126	1639	1439.99	0	0
NR_146751	2522	2322.99	0	0
NR_146759	2290	2090.99	0	0
NR_135162	1377	1177.99	12.4137	2.91722
NR_146739	2367	2167.99	0	0
NR_146738	2439	2239.99	1.63319	0.201836
NR_138464	3101	2901.99	37.1884	3.54748
NR_146749	2388	2188.99	0	0
NR_133648	1126	926.994	0	0
NR_024182	1952	1752.99	0	0
NR_033721	1424	1224.99	4.46381	1.00875
NR_146753	2427	2227.99	0	0
NR_073125	1725	1525.99	0	0
NR_120525	2621	2421.99	0	0
NR_109784	2225	2025.99	0	0
NR_146757	2561	2361.99	5.5907e-05	6.55236e-06
NR_146752	2575	2375.99	16.9103	1.97023
NR_146747	2073	1873.99	22.9506	3.39028
NR_151709	639	439.994	0	0
NR_152749	2239	2039.99	0	0
NR_147130	1114	914.994	0	0
NR_131248	366	167.072	0	0
NR_027148	768	568.994	0	0
NR_152812	3424	3224.99	4.23193	0.363262
NR_004430	164	29.8892	0.6	5.55708
NR_135011	5058	4858.99	0	0
NR_036580	744	544.994	0	0
NR_027102	3028	2828.99	0	0
NR_024130	2655	2455.99	7	0.789007
NR_110997	1802	1602.99	5.56678	0.961352
NR_027119	1887	1687.99	0	0
NR_151713	1843	1643.99	2	0.336775
NR_151710	818	618.994	1	0.447223
NR_027099	1392	1192.99	0	0
NR_024267	2353	2153.99	0	0
NR_033838	2464	2264.99	1.01716	0.124318
NR_147124	2080	1880.99	9.9286	1.4612
NR_136528	782	582.994	0	0
NR_152801	4401	4201.99	0	0
NR_027118	2992	2792.99	0	0
NR_152610	3125	2925.99	0	0
NR_037489	82	17.0823	0	0
NR_045408	545	345.994	0	0
NR_146736	931	731.994	0	0
NR_151483	2563	2363.99	0.628856	0.0736402
NR_027626	1795	1595.99	15.6475	2.71408
NR_027442	3581	3381.99	32.7064	2.67713
NR_152746	2469	2269.99	2.73059	0.332998
NR_147123	2025	1825.99	0	0
NR_036652	1167	967.994	0	0
NR_002811	3102	2902.99	0	0
NR_135012	4551	4351.99	0	0
NR_132411	596	396.994	0	0
NR_002838	1793	1593.99	0	0
NR_136529	715	515.994	2	1.07299
NR_151704	3035	2835.99	1	0.0976123
NR_134927	1273	1073.99	6.33807	1.63367
NR_015430	1458	1258.99	0	0
NR_033797	3020	2820.99	13	1.27571
NR_034082	2172	1972.99	9.16771	1.28631
NR_152806	4453	4253.99	0	0
NR_047700	564	364.994	2	1.51689
NR_152799	4163	3963.99	0	0
NR_002174	2484	2284.99	290.353	35.1763
NR_039763	53	13.9833	0	0
NR_033859	2907	2707.99	1	0.102226
NR_039747	75	16.3467	0	0
NR_152748	772	572.994	0.310742	0.150128
NR_134928	681	481.994	0	0
NR_147154	591	391.994	0	0
NR_130792	645	445.994	0	0
NR_151488	2746	2546.99	10.6745	1.16019
NR_024269	1893	1693.99	0	0
NR_152792	598	398.994	0	0
NR_036261	82	17.0823	0	0
NR_152810	4293	4093.99	0	0
NR_151487	2981	2781.99	0	0
NR_036131	68	15.6178	0	0
NR_151485	2895	2695.99	50.177	5.15223
NR_002983	137	24.4071	0	0
NR_024128	1202	1002.99	0	0
NR_015360	3078	2878.99	0.00232903	0.000223947
NR_134921	667	467.994	0	0
NR_152805	4091	3891.99	6	0.426765
NR_024032	787	587.994	0	0
NR_033999	463	263.994	0	0
NR_027065	866	666.994	0	0
NR_036050	82	17.0823	0	0
NR_152808	4567	4367.99	0	0
NR_152743	2972	2772.99	0	0
NR_151708	600	400.994	0	0
NR_024044	189	36.7991	0	0
NR_038433	2035	1835.99	3.49641	0.527183
NR_152795	2949	2749.99	0	0
NR_027333	2433	2233.99	0	0
NR_134929	632	432.994	1	0.639335
NR_027103	1050	850.994	1	0.3253
NR_003290	1539	1339.99	18	3.7186
NR_024478	2282	2082.99	0	0
NR_015383	1062	862.994	0	0
NR_030616	79	16.7652	0	0
NR_151718	381	182.021	1.04054	1.58252
NR_151489	2836	2636.99	0	0
NR_045409	452	252.994	0	0
NR_015400	1041	841.994	0	0
NR_135668	1518	1318.99	0	0
NR_030315	97	18.7454	0	0
NR_104636	1909	1709.99	2.14175	0.346724
NR_151716	678	478.994	0	0
NR_002453	2391	2191.99	9.71994	1.22754
NR_152809	3944	3744.99	0	0
NR_135317	2426	2226.99	4.27981	0.532005
NR_125801	793	593.994	1	0.466045
NR_033387	668	468.994	0	0
NR_027105	1331	1131.99	15	3.66824
NR_136299	562	362.994	0	0
NR_027098	2001	1801.99	0	0
NR_027154	5010	4810.99	40.5879	2.33546
NR_151725	429	229.994	0	0
NR_033263	3610	3410.99	19.8076	1.60754
NR_037505	102	19.3404	0	0
NR_110416	5151	4951.99	9	0.503121
NR_152750	2162	1962.99	1	0.141023
NR_038460	2228	2028.99	9.00552	1.22868
NR_152742	1247	1047.99	0	0
NR_151707	1875	1675.99	3.87622	0.640244
NR_151491	1813	1613.99	1	0.171517
NR_134930	693	493.994	5.70802	3.1987
NR_033959	1891	1691.99	12.2294	2.00085
NR_151858	2149	1949.99	0	0
NR_110184	2247	2047.99	15	2.02756
NR_027066	903	703.994	6.74487	2.65225
NR_033961	444	244.994	0	0
NR_147122	2190	1990.99	0	0
NR_027012	2149	1949.99	0	0
NR_027155	5052	4852.99	54.534	3.11077
NR_152815	4179	3979.99	0	0
NR_151484	2334	2134.99	65.7479	8.52502
NR_135299	2261	2061.99	0	0
NR_152800	3290	3090.99	26.8061	2.40074
NR_038340	1181	981.994	0	0
NR_135312	3132	2932.99	8.82889	0.833307
NR_033396	2377	2177.99	0	0
NR_027097	1405	1205.99	1	0.229544
NR_152747	2314	2114.99	0	0
NR_110417	511	311.994	0	0
NR_135669	960	760.994	0	0
NR_135597	770	570.994	0	0
NR_152794	2675	2475.99	0	0
NR_103711	2472	2272.99	4	0.48716
NR_109881	1675	1475.99	0	0
NR_151701	1062	862.994	3	0.962329
NR_027111	2339	2139.99	0	0
NR_024268	2116	1916.99	0	0
NR_026656	1411	1211.99	24	5.48177
NR_152730	2821	2621.99	0	0
NR_135670	661	461.994	0	0
NR_152811	4398	4198.99	0	0
NR_110815	1603	1403.99	0	0
NR_152818	597	397.994	0	0
NR_037167	3008	2808.99	0	0
NR_024088	848	648.994	0	0
NR_034023	1771	1571.99	0	0
NR_031625	71	15.9304	0	0
NR_026881	493	293.994	0	0
NR_030584	75	16.3467	0	0
NR_152612	2833	2633.99	5.48614	0.576583
NR_134920	937	737.994	15.6858	5.88389
NR_015416	1642	1442.99	2	0.383686
NR_027106	2204	2004.99	0	0
NR_015353	3006	2806.99	62.0545	6.11987
NR_040024	1309	1109.99	5.63773	1.40603
NR_038262	2303	2103.99	16.0364	2.10995
NR_152622	2284	2084.99	0	0
NR_002988	204	42.065	0	0
NR_034007	2016	1816.99	5	0.761775
NR_144360	393	194.005	0	0
NR_151705	483	283.994	1.09785	1.07015
NR_002305	2099	1899.99	23.8054	3.46843
NR_104635	2007	1807.99	0	0
NR_130460	83	17.1888	0	0
NR_152613	967	767.994	0	0
NR_152609	2952	2752.99	12.6629	1.27332
NR_015374	2715	2515.99	0	0
NR_126409	693	493.994	3	1.68116
NR_027004	2441	2241.99	0	0
NR_024444	661	461.994	1	0.599203
NR_152770	2509	2309.99	0	0
NR_151714	712	512.994	4	2.15853
NR_147125	2346	2146.99	8.0714	1.04071
NR_152807	3773	3573.99	0	0
NR_106754	86	17.5114	0	0
NR_024443	2028	1828.99	0	0
NR_024087	910	710.994	0	0
NR_027073	2566	2366.99	0	0
NR_038842	1443	1243.99	31	6.89848
NR_152847	1378	1178.99	0	0
NR_036170	86	17.5114	0	0
NR_149718	4315	4115.99	12.6487	0.850709
NR_152611	831	631.994	30.7964	13.4895
NR_037472	111	20.479	0	0
NR_036229	84	17.2958	0	0
NR_045407	504	304.994	0	0
NR_147206	559	359.994	0	0
NR_134913	1041	841.994	3.54667	1.16606
NR_151706	1324	1124.99	7.45058	1.83337
NR_134912	1045	845.994	0.0131518	0.00430355
NR_027283	1660	1460.99	3	0.568438
NR_026576	655	455.994	0	0
NR_134887	653	453.994	4	2.43905
NR_151486	2660	2460.99	0	0
NR_147084	3421	3221.99	5	0.429591
NR_026764	1330	1130.99	0	0
NR_151703	4621	4421.99	12.9096	0.808171
NR_110816	425	225.994	4	4.89973
NR_135298	2076	1876.99	68	10.029
NR_152840	1668	1468.99	0	0
NR_046427	939	739.994	0	0
NM_001288813	2182	1982.99	0.000594183	8.29486e-05
NM_001303016	2522	2322.99	0	0
NM_001136042	2184	1984.99	5.16925	0.720906
NM_001350578	2515	2315.99	0.04989	0.00596329
NM_001288811	2258	2058.99	22.7922	3.06437
NM_016632	877	677.994	0	0
NM_020690	8349	8149.99	94.1103	3.19661
NM_001330244	1350	1150.99	0.000592731	0.000142559
NM_001350579	2126	1926.99	0	0
NM_001303630	1903	1703.99	1.05033e-05	1.70636e-06
NM_001202473	2680	2480.99	0	0
NM_025267	1800	1600.99	7.10171	1.22796
NM_001199119	1567	1367.99	2.82231	0.571124
NM_001288812	759	559.994	8.5564	4.22978
NM_001354469	943	743.994	0	0
NR_146795	2142	1942.99	0	0
NR_033465	1654	1454.99	71.5579	13.6146
NR_047689	2075	1875.99	3.12821	0.461609
NR_073485	2213	2013.99	0	0
NR_109797	2307	2107.99	0	0
NR_148695	6498	6298.99	0	0
NR_146207	5784	5584.99	0	0
NR_126507	1186	986.994	0	0
NR_148382	2899	2699.99	24.4063	2.50236
NR_144520	1732	1532.99	0	0
NR_104253	1742	1542.99	0	0
NR_033722	1396	1196.99	57.2262	13.2347
NR_075071	4915	4715.99	0	0
NR_046423	1902	1702.99	0	0
NR_148385	2942	2742.99	1.92048e-07	1.93819e-08
NR_137630	610	410.994	65.0263	43.799
NR_146989	2274	2074.99	3.46187	0.461853
NR_148447	3435	3235.99	0	0
NR_023314	1267	1067.99	33.0637	8.57023
NR_104413	902	702.994	0	0
NR_104297	3621	3421.99	0	0
NR_104296	3694	3494.99	0	0
NR_135117	1642	1442.99	45.5582	8.74002
NR_146987	2026	1826.99	0	0
NR_147994	2457	2257.99	0	0
NR_109796	2340	2140.99	0.00449672	0.000581421
NR_148383	2977	2777.99	0	0
NR_028475	2239	2039.99	8.13711	1.10421
NR_130120	1453	1253.99	26	5.73968
NR_109790	1850	1650.99	4.02039e-05	6.74113e-06
NR_040003	2138	1938.99	30.1471	4.30407
NR_072984	2096	1896.99	0	0
NR_146976	2312	2112.99	0	0
NR_135845	3401	3201.99	0.022825	0.00197334
NR_104015	1578	1378.99	0	0
NR_144488	2669	2469.99	0	0
NR_104317	2552	2352.99	9.20351	1.08279
NR_110229	2796	2596.99	12.1677	1.29703
NR_148004	2783	2583.99	0	0
NR_131178	1132	932.994	0	0
NR_148006	2529	2329.99	0	0
NR_125850	3614	3414.99	30.079	2.43828
NR_146977	2004	1804.99	0	0
NR_103726	3877	3677.99	0	0
NR_104252	1816	1616.99	0.766959	0.131303
NR_146978	1785	1585.99	0	0
NR_110529	3446	3246.99	0	0
NR_137632	849	649.994	10.1537	4.3244
NR_073487	1511	1311.99	0	0
NR_135092	3412	3212.99	0	0
